date,DryBulb,DewPnt,WetBulb,Humidity,ElecPrice,OT
2010-02-27,1120.0999999983237,873.6500000026542,964.7000000009779,3554.0000000237487,1072.53,410506.19
2010-02-28,1111.84999999539,944.450000008801,1004.4500000032131,3895.0000000614673,979.38,394711.74
2010-03-01,911.2999999955297,696.9500000044703,788.7000000004191,3632.5000000419095,986.27,410918.35
2010-03-02,953.2499999993015,524.7000000023748,719.8000000006986,2717.000000009779,1048.27,409301.57
2010-03-03,1007.9499999991618,636.9500000015366,795.250000000419,2955.000000004191,1026.98,416317.9
2010-03-04,1034.0000000006985,830.4000000023749,908.1500000016764,3702.000000011176,1155.35,425295.96
2010-03-05,1099.5499999988824,934.2999999983235,994.349999998603,3909.999999991618,1239.01,428912.82
2010-03-06,1129.8999999998603,997.8499999981839,1043.049999998603,4077.999999990221,1087.04,411225.94
2010-03-07,1165.2500000011175,967.4499999987427,1037.049999999581,3751.999999988824,1046.27,390677.31
2010-03-08,1224.1500000006286,936.2499999961583,1038.6999999978348,3374.999999983236,1045.2,445518.45
2010-03-09,1197.300000001816,576.4000000011175,841.4000000012572,2161.999999998603,1231.41,431406.09
2010-03-10,969.2500000006985,651.45,789.1000000004191,3180.499999997206,1037.07,415143.88
2010-03-11,991.9000000069849,593.2999999991619,769.2500000023749,2840.99999996298,975.97,408345.4
2010-03-12,1008.8500000048895,575.6000000015367,768.2000000026543,2714.499999984633,989.14,406133.21
2010-03-13,960.8999999978347,691.7499999979743,806.8499999979744,3447.0000000048894,997.4399999999999,374122.15
2010-03-14,988.9500000002794,689.7999999967869,817.1499999987427,3346.999999990221,939.62,364334.37
2010-03-15,1034.4500000025146,751.0500000033527,865.500000002794,3360.000000002794,1289.85,417399.93
2010-03-16,1032.550000001397,744.200000001397,862.0000000011175,3391.999999997206,1429.48,424310.65
2010-03-17,1006.2000000023748,716.7499999988825,835.250000000419,3364.99999998603,1355.82,426102.33
2010-03-18,1048.8000000040513,765.7500000068452,878.4000000050291,3388.500000019558,1330.98,429004.38
2010-03-19,1101.8000000033528,834.600000001397,935.6500000022352,3441.499999991618,1433.73,435891.6
2010-03-20,1166.1000000068452,786.3999999956693,935.25,2998.4999999483116,1274.23,408233.19
2010-03-21,1220.500000003772,820.050000008382,970.6500000057276,2919.000000019558,1104.44,400682.48
2010-03-22,1075.0500000024447,739.0999999998603,874.8500000006286,3114.4999999853317,1167.4,429092.77
2010-03-23,1093.6999999978348,838.9000000014669,935.5500000000699,3492.500000016764,1133.11,438302.26
2010-03-24,1059.200000002794,797.100000001816,899.7000000020954,3449.999999993015,1211.72,430214.92
2010-03-25,1088.8499999980443,816.9000000016764,923.2000000002794,3402.000000015367,1411.1200000000001,436647.26
2010-03-26,1189.0500000076834,890.4500000004191,999.6000000029337,3364.9999999706633,3583.7799999999997,452065.86
2010-03-27,1152.1499999980442,963.750000000419,1031.049999999581,3798.00000001397,1168.06,409802.8
2010-03-28,1133.0999999979047,930.3999999987427,1003.399999998603,3731.500000005588,1097.95,399821.88
2010-03-29,1152.3000000020954,898.7500000020955,991.9500000016764,3515.500000004191,1342.01,439968.98
2010-03-30,986.2000000006985,908.4500000025146,937.3500000016764,4345.500000012573,1245.1,431124.75
2010-03-31,962.9999999997206,731.0999999991618,828.1999999998603,3573.999999994412,1087.83,417797.86
2010-04-01,973.4000000015367,615.200000007404,770.5000000037719,3039.000000008382,1058.59,408841.92
2010-04-02,973.7499999960884,608.9999999970663,768.6499999969267,3019.000000004191,1034.93,355244.72
2010-04-03,894.4499999921769,665.0000000012573,763.4499999974854,3579.5000000461005,994.69,359225.81
2010-04-04,859.3000000002794,679.6500000019557,756.9500000012573,3836.000000011176,989.61,346132.95
2010-04-05,882.7499999990221,662.3999999965075,757.8499999980442,3639.499999995809,942.75,357999.91000000003
2010-04-06,963.2999999948312,773.8500000006985,850.149999998184,3795.0000000321306,1046.31,401697.56
2010-04-07,1010.8499999984633,835.5999999993015,902.6999999990221,3851.500000002794,1123.49,410194.69
2010-04-08,1073.7500000044704,809.7999999840744,916.2499999934341,3549.499999932945,1178.15,413431.49
2010-04-09,957.4000000046101,696.8000000016764,806.3500000022352,3493.499999988824,1172.1,405199.41
2010-04-10,1021.8999999976251,697.4499999986031,830.6499999986031,3229.0,1157.04,374223.39
2010-04-11,1102.9499999924562,592.3500000009778,815.299999997206,2561.5000000293367,1110.42,360465.48
2010-04-12,890.7499999965075,138.55000000642613,542.9000000006985,1728.0000000195578,1130.18,398690.26
2010-04-13,824.05,418.0500000071246,615.7500000030734,2782.0000000251457,3998.6,409336.07
2010-04-14,877.7500000033527,546.1499999998603,694.700000001397,3165.499999993015,1105.33,410723.3
2010-04-15,931.0999999987428,705.3500000040513,798.3500000016763,3602.0000000251457,1066.62,412467.85
2010-04-16,920.9999999952503,713.899999998184,800.349999997206,3669.000000011176,1046.19,408926.93
2010-04-17,954.7499999974855,774.1500000026542,845.7500000005588,3845.0000000216532,1213.38,378598.53
2010-04-18,1006.3999999994761,827.0999999993015,896.4499999994063,3839.4999999984284,1097.91,367242.32
2010-04-19,1007.8000000015367,841.9000000022352,905.250000001816,3918.500000002794,1124.78,416593.48
2010-04-20,1000.9499999991618,818.2000000017463,889.500000000489,3847.5000000006985,1088.36,419638.35
2010-04-21,970.8499999995809,794.9500000023748,864.4000000012572,3877.500000011176,1121.55,416615.49
2010-04-22,997.5999999979045,788.10000000461,870.900000001397,3707.5000000251457,1234.18,419082.14
2010-04-23,1072.800000003213,682.1499999966472,845.3999999997206,3048.999999988824,1112.51,415237.77999999997
2010-04-24,1116.150000002794,703.2500000009778,871.9000000014669,2845.0000000006985,1030.49,375583.13
2010-04-25,888.150000005099,648.6999999972759,754.0000000003492,3514.4999999566935,1050.43,357208.96
2010-04-26,790.350000000489,427.9999999971362,604.5999999988126,2983.999999983236,973.8100000000001,361679.85
2010-04-27,768.6499999995809,420.10000001019796,590.7500000043307,3071.5000000433065,1088.44,409513.94
2010-04-28,859.3499999993015,379.850000001397,614.1000000002795,2612.499999998603,1054.97,411076.21
2010-04-29,894.7499999952503,370.8000000056578,628.0500000001397,2452.5000000349246,1090.11,414176.57
2010-04-30,783.9500000016066,519.1500000012572,643.6500000014669,3367.4999999979045,1191.92,420551.22000000003
2010-05-01,823.0500000036321,664.0500000011176,732.8500000022352,3890.99999998603,1127.27,383277.7
